category,color_brightness,entropy,ID,instruction,instruction_type,Descript,param_ratio,Code,unit_n,verify
"Stationery and office equipment, artists' and teaching materials",Dark,3.858132718,4f7882b1-c691-4e7d-bd46-3ef01869b12e,Create a 3D model of a bookshelf. It should have multiple shelves arranged vertically. The shelves should be evenly spaced and capable of holding books of various sizes. The overall design should be simple and functional.,Feature Question,Bookshelf,4.333333333,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the color
wood_color = bpy.data.materials.new(name=""Wood"")
wood_color.diffuse_color = (0.55, 0.27, 0.07, 1)  # Wood color

# Step 2: Create the Shelves
shelf_height = 0.1
shelf_depth = 0.4
shelf_width = 0.8
shelf_spacing = 0.6
num_shelves = 5

for i in range(num_shelves):
    z = i * shelf_spacing
    bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, z))
    shelf = bpy.context.object
    shelf.scale = (shelf_width / 2, shelf_depth / 2, shelf_height / 2)
    shelf.name = f""Shelf {i + 1}""
    shelf.data.materials.append(wood_color)

# Step 3: Create the Side Panels
panel_thickness = 0.05
panel_height = num_shelves * shelf_spacing
panel_depth = shelf_depth

for i in range(2):
    x = (shelf_width / 2) * (i * 2 - 1)
    bpy.ops.mesh.primitive_cube_add(size=2, location=(x, 0, panel_height / 2))
    panel = bpy.context.object
    panel.scale = (panel_thickness / 2, panel_depth / 2, panel_height / 2)
    panel.name = f""Side Panel {i + 1}""
    panel.data.materials.append(wood_color)",3,gpt
"Graphic symbols and logos, surface patterns, ornamentation, arrangement of interiors and exteriors",Medium Bright,2.426015132,4fe32b81-ce7e-4f65-9cb0-7d726ad36e6f,Create a simple laundry basket with a rectangular shape and open top.,Specific Usage Question,Laundry Basket,4,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Step 2: Create the Basket
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 1))
basket = bpy.context.object
basket.name = ""Basket""

# Step 3: Scale the Cube to Make it Rectangular
basket.scale = (1, 0.7, 0.5)

# Step 4: Create the Open Top
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 1.5))
inner_cube = bpy.context.object
inner_cube.name = ""Inner Cube""

# Step 5: Scale the Inner Cube to Create the Open Top
inner_cube.scale = (0.9, 0.65, 0.45)

# Step 6: Boolean Difference to Create the Open Top
mod_bool = basket.modifiers.new(type=""BOOLEAN"", name=""bool_mod"")
mod_bool.operation = 'DIFFERENCE'
mod_bool.object = inner_cube
bpy.context.view_layer.objects.active = basket
bpy.ops.object.modifier_apply(modifier=""bool_mod"")

# Remove the inner cube
bpy.data.objects.remove(inner_cube, do_unlink=True)",2,gpt
Medical and laboratory equipment,Medium Bright,4.189281878,5ac3c0b4-4765-4014-9531-ccc49948e9ef,Design a wallpaper pattern featuring a series of geometric shapes. The shapes should be evenly distributed and form a repeating pattern.,Comparing Question,Wallpaper Pattern,0.56,"import bpy
import math

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
color1 = bpy.data.materials.new(name=""Color1"")
color1.diffuse_color = (0.8, 0.2, 0.2, 1)  # Red color
color2 = bpy.data.materials.new(name=""Color2"")
color2.diffuse_color = (0.2, 0.8, 0.2, 1)  # Green color

# Step 2: Create the geometric shapes
for i in range(5):
    for j in range(5):
        bpy.ops.mesh.primitive_cube_add(size=1, location=(i, j, 0))
        shape = bpy.context.object
        shape.name = f""Shape_{i}_{j}""
        if (i + j) % 2 == 0:
            shape.data.materials.append(color1)
        else:
            shape.data.materials.append(color2)",25,gpt
"Recording, telecommunication or data processing equipment",Medium Bright,3.478017383,5aed9905-b0f7-4a5e-a6a9-535e203ee9ba,Can you make a 3D model of a drum? The drum should be cylindrical with a drumhead on the top. Include tension rods around the sides to hold the drumhead in place.,Verbal Question,Drum,10,"import bpy
import math

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
drum_body_color = bpy.data.materials.new(name=""Drum Body Color"")
drum_body_color.diffuse_color = (0.5, 0.25, 0.1, 1)  # Brown color for the drum body
drumhead_color = bpy.data.materials.new(name=""Drumhead Color"")
drumhead_color.diffuse_color = (0.8, 0.8, 0.8, 1)  # Light gray color for the drumhead
tension_rod_color = bpy.data.materials.new(name=""Tension Rod Color"")
tension_rod_color.diffuse_color = (0.1, 0.1, 0.1, 1)  # Dark gray color for the tension rods

# Step 2: Create the Drum Body
bpy.ops.mesh.primitive_cylinder_add(radius=1, depth=1.5, location=(0, 0, 0.75))
drum_body = bpy.context.object
drum_body.name = ""Drum Body""
drum_body.data.materials.append(drum_body_color)

# Step 3: Create the Drumhead
bpy.ops.mesh.primitive_cylinder_add(radius=1.05, depth=0.1, location=(0, 0, 1.55))
drumhead = bpy.context.object
drumhead.name = ""Drumhead""
drumhead.data.materials.append(drumhead_color)

# Step 4: Create the Tension Rods
num_rods = 8
for i in range(num_rods):
    angle = i * (2 * math.pi / num_rods)
    x = 1.1 * math.cos(angle)
    y = 1.1 * math.sin(angle)
    bpy.ops.mesh.primitive_cylinder_add(radius=0.05, depth=1.6, location=(x, y, 0.8))
    tension_rod = bpy.context.object
    tension_rod.name = f""Tension Rod {i + 1}""
    tension_rod.data.materials.append(tension_rod_color)",3,gpt
Articles for the care and handling of animals,Dark,3.728288613,5e1f248d-6b0a-4c22-9368-7f32172363ed,Can you create a bookshelf? Make it rectangular with five evenly spaced shelves.,Specific Usage Question,Bookshelf,4.333333333,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the color
wood_color = bpy.data.materials.new(name=""Wood"")
wood_color.diffuse_color = (0.55, 0.27, 0.07, 1)  # Wood color

# Step 2: Create the Shelves
shelf_width = 2
shelf_height = 0.1
shelf_depth = 0.4
shelf_spacing = 0.6
num_shelves = 5

for i in range(num_shelves):
    z = i * shelf_spacing
    bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, z))
    shelf = bpy.context.object
    shelf.scale = (shelf_width / 2, shelf_depth / 2, shelf_height / 2)
    shelf.name = f""Shelf {i + 1}""
    shelf.data.materials.append(wood_color)

# Step 3: Create the Side Panels
panel_thickness = 0.05
panel_height = num_shelves * shelf_spacing

for i in range(2):
    x = (shelf_width / 2) * (i * 2 - 1)
    bpy.ops.mesh.primitive_cube_add(size=2, location=(x, 0, panel_height / 2))
    panel = bpy.context.object
    panel.scale = (panel_thickness / 2, shelf_depth / 2, panel_height / 2)
    panel.name = f""Side Panel {i + 1}""
    panel.data.materials.append(wood_color)",3,gpt
"Games, toys, tents and sports goods",Medium Bright,2.343932981,67f1205a-ed69-46f0-82f5-bdc8384506bf,"Let's design a coffee table. The tabletop should be a rectangle, 4 feet long and 2 feet wide. 

Add four legs, each 1 foot tall, positioned at the corners of the tabletop. 

The legs should be cylindrical and slightly tapered towards the bottom. 

Lastly, add a lower shelf, 1 foot above the ground, spanning the length and width of the table.",Specific Usage Question,Coffee Table,4.333333333,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
wood_color = bpy.data.materials.new(name=""Wood"")
wood_color.diffuse_color = (0.55, 0.27, 0.07, 1)  # Wood color

# Step 2: Create the Tabletop
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 1))
tabletop = bpy.context.object
tabletop.scale = (2, 1, 0.1)
tabletop.name = ""Tabletop""
tabletop.data.materials.append(wood_color)

# Step 3: Create the Legs
leg_height = 1
leg_radius = 0.05
leg_positions = [(-1.9, -0.9, leg_height / 2), (1.9, -0.9, leg_height / 2), (-1.9, 0.9, leg_height / 2), (1.9, 0.9, leg_height / 2)]

for i, pos in enumerate(leg_positions):
    bpy.ops.mesh.primitive_cylinder_add(radius=leg_radius, depth=leg_height, location=pos)
    leg = bpy.context.object
    leg.name = f""Leg {i + 1}""
    leg.data.materials.append(wood_color)

# Step 4: Create the Lower Shelf
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.5))
shelf = bpy.context.object
shelf.scale = (2, 1, 0.05)
shelf.name = ""Lower Shelf""
shelf.data.materials.append(wood_color)",3,gpt
Tools and hardware,Dark,3.728288613,68a34bbb-eb41-466a-abd2-25099afb4e27,Imagine a bookshelf. The bookshelf should have multiple shelves for holding books. It should be functional and capable of organizing a variety of book sizes.,Outlook Question,Bookshelf,4.333333333,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the color
wood_color = bpy.data.materials.new(name=""Wood"")
wood_color.diffuse_color = (0.55, 0.27, 0.07, 1)  # Brown wood color

# Step 2: Create the Shelves
shelf_width = 2
shelf_height = 0.1
shelf_depth = 0.4
num_shelves = 5
shelf_spacing = 0.6

for i in range(num_shelves):
    bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, i * shelf_spacing))
    shelf = bpy.context.object
    shelf.scale = (shelf_width / 2, shelf_depth / 2, shelf_height / 2)
    shelf.name = f""Shelf {i + 1}""
    shelf.data.materials.append(wood_color)

# Step 3: Create the Side Panels
panel_thickness = 0.05
panel_height = num_shelves * shelf_spacing

for i in range(2):
    x = (shelf_width / 2) * (i * 2 - 1)
    bpy.ops.mesh.primitive_cube_add(size=2, location=(x, 0, panel_height / 2))
    panel = bpy.context.object
    panel.scale = (panel_thickness / 2, shelf_depth / 2, panel_height / 2)
    panel.name = f""Side Panel {i + 1}""
    panel.data.materials.append(wood_color)",3,gpt
"Recording, telecommunication or data processing equipment",Medium Bright,3.173102701,6a854197-3c65-463f-9d6a-d1197f3f043e,Design a three-seater sofa with straight lines and a low backrest. Include two armrests and a flat base. The color should be neutral.,Feeling Question,Sofa,4.25,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the color
neutral_color = bpy.data.materials.new(name=""Neutral Color"")
neutral_color.diffuse_color = (0.8, 0.8, 0.8, 1)  # Light gray color

# Step 2: Create the Base
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.5))
base = bpy.context.object
base.scale = (2, 1, 0.2)
base.name = ""Base""
base.data.materials.append(neutral_color)

# Step 3: Create the Backrest
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, -0.75, 1.2))
backrest = bpy.context.object
backrest.scale = (2, 0.2, 0.7)
backrest.name = ""Backrest""
backrest.data.materials.append(neutral_color)

# Step 4: Create the Armrests
for i in range(2):
    x = 2 * (i * 2 - 1)
    bpy.ops.mesh.primitive_cube_add(size=2, location=(x, 0, 0.75))
    armrest = bpy.context.object
    armrest.scale = (0.2, 1, 0.5)
    armrest.name = f""Armrest {i + 1}""
    armrest.data.materials.append(neutral_color)",4,gpt
Musical instruments,Medium Bright,2.2152355,82f3ab6f-ac3d-4dda-a98e-2d7317af0262,Create a coffee table that fits well in a modern living room. It should have a rectangular top and four legs.,Decoration Question,Coffee Table,4.5,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the color
wood_color = bpy.data.materials.new(name=""Wood"")
wood_color.diffuse_color = (0.55, 0.27, 0.07, 1)  # Brown wood color

# Step 2: Create the Table Top
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.5))
table_top = bpy.context.object
table_top.scale[0] = 2  # Length
table_top.scale[1] = 1  # Width
table_top.scale[2] = 0.1  # Thickness
table_top.name = ""Table Top""
table_top.data.materials.append(wood_color)

# Step 3: Create the Legs
leg_height = 0.5
leg_radius = 0.05
leg_positions = [(-1.9, -0.9, leg_height / 2), (1.9, -0.9, leg_height / 2), (-1.9, 0.9, leg_height / 2), (1.9, 0.9, leg_height / 2)]

for i, pos in enumerate(leg_positions):
    bpy.ops.mesh.primitive_cylinder_add(radius=leg_radius, depth=leg_height, location=pos)
    leg = bpy.context.object
    leg.name = f""Leg {i + 1}""
    leg.data.materials.append(wood_color)",2,gpt
Musical instruments,Dark,2.2152355,9c75189c-c04b-4230-a6d7-42399677a84e,Design a coffee table.,Comparing Question,Coffee Table,4.5,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the color
wood_color = bpy.data.materials.new(name=""Wood"")
wood_color.diffuse_color = (0.55, 0.27, 0.07, 1)  # Wood color

# Step 2: Create the Table Top
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.75))
table_top = bpy.context.object
table_top.scale[0] = 2  # Length
table_top.scale[1] = 1  # Width
table_top.scale[2] = 0.1  # Thickness
table_top.name = ""Table Top""
table_top.data.materials.append(wood_color)

# Step 3: Create the Legs
leg_height = 0.75
leg_radius = 0.05
positions = [(-1.9, -0.9, leg_height / 2), (1.9, -0.9, leg_height / 2), (-1.9, 0.9, leg_height / 2), (1.9, 0.9, leg_height / 2)]

for i, pos in enumerate(positions):
    bpy.ops.mesh.primitive_cylinder_add(radius=leg_radius, depth=leg_height, location=pos)
    leg = bpy.context.object
    leg.name = f""Leg {i + 1}""
    leg.data.materials.append(wood_color)",2,gpt
Furnishing,Very Dark,2.897977476,d53324eb-323b-40ec-984e-c1170ad4812a,Design a 3D model of a router. It should have a rectangular base with four antennas protruding from the corners. Include a series of indicator lights on the front and several ports on the back for connectivity.,Feature Question,Router,2.909090909,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
black = bpy.data.materials.new(name=""Black"")
black.diffuse_color = (0, 0, 0, 1)  # Black color
green = bpy.data.materials.new(name=""Green"")
green.diffuse_color = (0, 1, 0, 1)  # Green color
blue = bpy.data.materials.new(name=""Blue"")
blue.diffuse_color = (0, 0, 1, 1)  # Blue color

# Step 2: Create the Base
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.5))
base = bpy.context.object
base.name = ""Base""
base.scale = (1, 0.5, 0.1)
base.data.materials.append(black)

# Step 3: Create the Antennas
for i in range(4):
    x = 0.9 * (i % 2) - 0.45
    y = 0.45 * (i // 2) - 0.225
    bpy.ops.mesh.primitive_cylinder_add(radius=0.05, depth=1, location=(x, y, 1.1))
    antenna = bpy.context.object
    antenna.name = f""Antenna {i + 1}""
    antenna.data.materials.append(black)

# Step 4: Create the Indicator Lights
for i in range(3):
    x = 0.6 - i * 0.4
    bpy.ops.mesh.primitive_uv_sphere_add(radius=0.05, location=(x, 0.55, 0.6))
    light = bpy.context.object
    light.name = f""Indicator Light {i + 1}""
    light.data.materials.append(green)

# Step 5: Create the Ports
for i in range(3):
    x = -0.6 + i * 0.4
    bpy.ops.mesh.primitive_cube_add(size=0.1, location=(x, -0.55, 0.6))
    port = bpy.context.object
    port.name = f""Port {i + 1}""
    port.data.materials.append(black)",11,gpt
"Graphic symbols and logos, surface patterns, ornamentation, arrangement of interiors and exteriors",Medium Bright,6.418032819,1739fbfb-dd9b-4dbe-8974-1ea2b3eec500,"Compare the complexity of two mandala designs. The first should have simple geometric shapes like circles and triangles arranged symmetrically. The second should have intricate patterns with multiple layers of detailed shapes, including petals, spirals, and interlocking forms. Discuss the differences in their visual complexity and symmetry.",Comparing Question,Mandala,0.535714286,"import bpy
import math

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Step 2: Create Simple Mandala
# Simple Mandala with circles and triangles
def create_simple_mandala():
    # Create circles
    for i in range(8):
        angle = math.radians(i * 45)
        x = math.cos(angle) * 2
        y = math.sin(angle) * 2
        bpy.ops.mesh.primitive_circle_add(radius=0.5, location=(x, y, 0))
    
    # Create triangles
    for i in range(8):
        angle = math.radians(i * 45 + 22.5)
        x = math.cos(angle) * 1.5
        y = math.sin(angle) * 1.5
        bpy.ops.mesh.primitive_cone_add(vertices=3, radius1=0.5, depth=0.1, location=(x, y, 0), rotation=(0, 0, angle))

create_simple_mandala()

# Step 3: Create Complex Mandala
# Complex Mandala with petals, spirals, and interlocking forms
def create_complex_mandala():
    # Create petals
    for i in range(16):
        angle = math.radians(i * 22.5)
        x = math.cos(angle) * 3
        y = math.sin(angle) * 3
        bpy.ops.mesh.primitive_uv_sphere_add(radius=0.3, location=(x, y, 0))
    
    # Create spirals
    for i in range(16):
        angle = math.radians(i * 22.5)
        x = math.cos(angle) * 1.5
        y = math.sin(angle) * 1.5
        bpy.ops.mesh.primitive_torus_add(location=(x, y, 0), rotation=(0, 0, angle))
    
    # Create interlocking forms
    for i in range(8):
        angle = math.radians(i * 45)
        x = math.cos(angle) * 2
        y = math.sin(angle) * 2
        bpy.ops.mesh.primitive_cube_add(size=0.5, location=(x, y, 0), rotation=(0, 0, angle))

create_complex_mandala()",56,gpt
